time,open,high,low,close,volume
1759126500,111676.0,111798.5,111666.0,111752.5,16998.0
1759127400,111753.5,111822.0,111693.0,111693.0,10303.0
1759128300,111683.0,111710.5,111572.0,111592.0,12533.0
1759129200,111590.0,111695.5,111574.5,111588.5,10408.0
1759130100,111588.5,111610.5,111512.0,111556.0,26159.0
1759131000,111556.0,111754.5,111551.0,111688.0,20792.0
1759131900,111688.0,111826.5,111653.0,111826.5,23748.0
1759132800,111826.5,112099.5,111826.5,111937.0,79955.0
1759133700,111937.0,112175.0,111924.0,112157.5,38043.0
1759134600,112158.5,112221.5,112055.5,112220.5,32724.0
1759135500,112220.5,112391.0,112039.0,112044.0,102062.0
1759136400,112044.0,112122.0,111983.5,111983.5,26946.0
1759137300,111980.5,112139.5,111938.0,112120.5,28263.0
1759138200,112119.5,112178.5,112003.0,112013.0,18257.0
1759139100,112014.0,112103.5,111998.0,112060.5,12090.0
1759140000,112060.5,112118.0,112039.5,112111.5,8950.0
1759140900,112110.5,112197.0,112063.0,112184.5,23461.0
1759141800,112184.5,112192.0,111983.0,112013.5,32368.0
1759142700,112012.5,112135.5,112010.0,112045.5,13643.0
1759143600,112046.5,112071.0,111873.0,111873.0,43542.0
1759144500,111873.0,112043.0,111873.0,111914.0,26128.0
1759145400,111914.0,112073.0,111905.0,112060.5,14752.0
1759146300,112061.5,112081.5,112016.0,112063.5,15898.0
1759147200,112063.5,112116.0,112001.5,112116.0,20783.0
1759148100,112116.0,112350.0,112081.5,112330.5,80522.0
1759149000,112330.5,112500.0,111961.0,112068.5,132267.0
1759149900,112068.5,112192.5,111892.0,111987.0,49135.0
1759150800,111982.5,112081.0,111855.0,112062.0,49668.0
1759151700,112068.5,112277.5,112068.5,112131.0,49194.0
1759152600,112144.5,113251.5,112036.0,113226.0,253137.0
1759153500,113251.0,113453.0,113022.5,113180.0,171847.0
1759154400,113185.0,113787.0,113149.5,113761.0,178983.0
1759155300,113761.0,113893.5,113510.0,113689.0,155044.0
1759156200,113688.0,114140.0,113639.0,114023.5,117463.0
1759157100,114024.5,114184.0,113959.0,113968.5,90448.0
1759158000,113970.0,114071.5,113829.5,113888.5,59349.0
1759158900,113873.0,113961.5,113706.0,113743.5,53720.0
1759159800,113760.5,113952.5,113760.5,113903.0,35775.0
1759160700,113904.0,113909.5,113636.0,113762.5,52254.0
1759161600,113764.0,113994.5,113730.0,113928.0,38555.0
1759162500,113928.0,113979.5,113757.5,113815.5,32652.0
1759163400,113815.5,114023.0,113727.0,113730.0,39425.0
1759164300,113731.0,113851.5,113558.0,113591.0,66227.0
1759165200,113592.0,113858.0,113415.5,113748.5,115262.0
1759166100,113747.0,113859.0,113557.5,113848.0,47734.0
1759167000,113848.0,113933.0,113743.5,113894.0,33550.0
1759167900,113894.0,114143.0,113884.0,114011.0,68722.0
1759168800,114012.0,114106.0,113871.0,113994.5,51771.0
1759169700,113994.5,114016.5,113822.5,113932.5,40191.0
1759170600,113933.5,113992.0,113858.5,113957.0,23275.0
1759171500,113961.5,114028.5,113960.5,113966.5,15482.0
1759172400,113970.5,114053.0,113898.0,113973.0,21768.0
1759173300,113972.0,113993.0,113801.5,113945.0,19266.0
1759174200,113946.0,114109.0,113837.5,114108.0,18239.0
1759175100,114108.0,114356.5,114096.0,114215.5,82267.0
1759176000,114216.5,114361.0,114068.5,114322.5,25239.0
1759176900,114322.5,114328.0,114170.0,114245.0,18142.0
1759177800,114249.0,114379.5,114215.5,114355.5,15120.0
1759178700,114350.0,114350.0,114170.5,114207.0,14481.0
1759179600,114186.5,114291.0,114143.5,114145.0,13057.0
1759180500,114144.0,114175.5,114091.0,114111.5,10913.0
1759181400,114110.5,114146.5,114046.5,114146.5,10140.0
1759182300,114145.5,114225.0,114121.0,114131.5,13789.0
1759183200,114152.5,114178.0,114068.0,114075.0,5081.0
1759184100,114062.0,114062.0,113988.0,114034.5,14083.0
